title,snippet,link,position,date
Radha escaped child marriage. Now she's a girls' rights leader,"However, in reality, early or forced marriage can lead to physical and sexual violence, premature pregnancy, and death during childbirth. Bangladesh has the ...",https://plan-international.org/bangladesh/radha-escaped-child-marriage-now-girls-rights-leader,31,2022-01-25 04:48:50
"Child marriage, maternal serum metal exposure, and risk of ...","by H Huang · 2021 · Cited by 2 — Background The prevalence of preterm birth in Bangladesh is estimated to be 19.1%, the highest in the world. Although prenatal exposure to ...",https://www.nature.com/articles/s41370-021-00319-3.pdf?origin=ppub,32,2022-01-25 04:48:50
Bangladesh 'Golden Girls' Guard Maternal Safety - Women's ...,"Jan 19, 2015 — Akhtar, whose elder sister died young during childbirth, ... understood the links between early marriage, motherhood and maternal mortality.",https://womensenews.org/2015/01/21694/,33,2022-01-25 04:48:50
Frontiers | Women's Marriage Age Matters for Public Health,by AA Marphatia · 2017 · Cited by 100 — Young mothers are particularly vulnerable to pregnancy-related morbidity such as death from eclampsia (57). There are a number of reasons why ...,https://www.frontiersin.org/articles/10.3389/fpubh.2017.00269/full,34,2022-01-25 04:48:50
"Child Marriages, Girls' Deaths | Global Health NOW","Oct 12, 2021 — Pregnancy and childbirth resulting from child marriage kills more than 60 girls a day—~22000 a year, according to a new analy.",https://www.globalhealthnow.org/2021-10/child-marriages-girls-deaths,35,2022-01-25 04:48:50
(PDF) Decline in Child Marriage and Changes in Its Effect on ...,"S. M. Mostafa Kamal at Islamic University (Bangladesh). S. M. Mostafa Kamal ... young children, childhood mortality, maternal and.",https://www.researchgate.net/publication/232526312_Decline_in_Child_Marriage_and_Changes_in_Its_Effect_on_Reproductive_Outcomes_in_Bangladesh,36,2022-01-25 04:48:50
"Birth, death and marriage abroad - Bangladesh - GOV.UK","Includes how to get married, list of funeral directors and how to register a birth abroad.",https://www.gov.uk/world/birth-death-and-marriage-abroad-bangladesh,37,2022-01-25 04:48:50
Child Marriage and Maternal Health: An Analysis of ...,by RP Barman · 2019 · Cited by 1 — Child Marriage and Maternal Health: An Analysis of Experienced Women in Northern Bangladesh. Ram Proshad Barman Begum Rokeya University.,https://abc.us.org/ojs/index.php/abcra/article/view/261,38,2022-01-25 04:48:50
Fact Sheet on Child Marriage | PRB - Population Reference ...,"In Mali, Bangladesh, and parts of India, one in five girls is married by 15. ... Childbirth complications are the leading cause of death for girls ages 15 ...",https://www.prb.org/resources/fact-sheet-on-child-marriage/,39,2022-01-25 04:48:50
Bangladesh Maternal Mortality and Health Care Survey 2010,"The survey was carried out in a national sample of 175,000 households, interviewing ever-married women 13 to 49, as well as investigating any deaths to women of ...",https://www.measureevaluation.org/resources/publications/tr-12-87.html,40,2022-01-25 04:48:50
Child marriage kills more than 60 girls a day,"Oct 11, 2021 — OUAGADOUGOU, 11 October – More than an estimated 22000 girls a year are dying from pregnancy and childbirth resulting from child marriage, ...",https://lac.savethechildren.net/news/child-marriage-kills-more-60-girls-day,41,2022-01-25 04:48:50
Factors That Determine the Likelihood of Giving Birth to the ...,"by AK Iddrisu · Cited by 2 — Too much delay in childbirth after marriage or the likelihood that one ... religion, place of residence, and child mortality experience.",https://www.hindawi.com/journals/jp/2020/4675907/,42,2022-01-25 04:48:50
Factors affecting child marriage and contraceptive use among ...,by MM Islam · 2021 · Cited by 3 — Interpretation: Girl child marriage is common in Rohingya camps. ... pregnancy and childbirth are the leading cause of death in young women ...,https://www.thelancet.com/journals/lanwpc/article/PIIS2666-6065(21)00084-5/fulltext,43,2022-01-25 04:48:50
Reducing child marriage and increasing girls' schooling in ...,"by N Buchmann · 2017 · Cited by 1 — education, higher fertility and mortality rates, and poor health among adolescent mothers and their children. According to the Bangladesh Demographic and ...",https://idl-bnc-idrc.dspacedirect.org/bitstream/handle/10625/56362/IDL-56362.pdf?sequence=2&isAllowed=y,44,2022-01-25 04:48:50
A Pledge to End Child Marriage in Bangladesh - Johns ...,"Jul 19, 2021 — In Bangladesh, more than half the girls are illegally married before their ... suffer higher rates of maternal mortality and morbidity and ...",https://ccp.jhu.edu/2021/07/19/early-marriage-bangladesh-pledge/,45,2022-01-25 04:48:50
Child marriage: historical reality around the globe and in ...,by MAK Chowdhury · 2018 · Cited by 3 — pects regarding child marriage; Recommendations; Bangladesh;. REVIEW ARTICLE ... maternal death in poor countries for this age group [34].,https://archivesofpsychology.org/index.php/aop/article/download/80/153,46,2022-01-25 04:48:50
Child marriage - Wikipedia,"One of the most common causes of death for girls aged 15 to 19 in developing countries was pregnancy and childbirth. In Niger, which is estimated to have the ...",https://en.wikipedia.org/wiki/Child_marriage,47,2022-01-25 04:48:50
Child Marriage Foes Denounce Proposed Law in Bangladesh,"Jun 11, 2015 — Early marriage is linked to maternal deaths and low education when girls drop out of school. Girls between the ages of 10 to 14 years old are ...",https://www.voanews.com/a/child-marriage-foes-denounce-proposed-law-in-bangladesh/2817296.html,48,2022-01-25 04:48:50
"Too Young to Wed: the Lives, Rights and Health of ... - IssueLab","by S Mathur · 2003 · Cited by 19 — Too Young to Wed: The Lives, Rights, and Health of Young Married Girls higher among younger than older women. In. Mali, for example, the maternal mortality ...",https://www.issuelab.org/resources/11421/11421.pdf,49,2022-01-25 04:48:50
Maternal and Reproductive Health | Save the Children,Ninety-four percent of these deaths occur in low and lower middle-income ... safer pregnancies could prevent 1 in 3 maternal deaths and 1 in 5 child deaths.,https://www.savethechildren.org/us/what-we-do/health/maternal-and-reproductive-health,50,2022-01-25 04:48:50
Girl Child Marriage and Its Association With National Rates of ...,by A Raj · 2013 · Cited by 164 — Do adolescents support early marriage in Bangladesh? ... The effect of maternal child marriage on morbidity and mortality of children under 5 in India.,https://journals.sagepub.com/doi/abs/10.1177/1077801213487747,51,2022-01-25 04:48:50
Child and Infant Mortality - Our World in Data,"by M Roser · 2013 · Cited by 62 — Pneumonia is the most common cause of death, preterm births and neonatal ... today the average married woman probably saw more than 4 of her children die.",https://ourworldindata.org/child-mortality,52,2022-01-25 04:48:50
Ending Preventable Maternal Mortality - USAID,"ment to end preventable child and maternal death by 2035. Across the world, mothers give and ... Despite poverty and other challenges, Bangladesh has.",https://www.usaid.gov/sites/default/files/documents/1864/MCHVision.pdf,53,2022-01-25 04:48:50
Marked improvements in maternal and child health in ...,"Feb 4, 2013 — Child Health: Child survival is improving substantially in Bangladesh. Under-five mortality has dropped from 133 to 53 deaths per 1,000 live ...",https://dhsprogram.com/Who-We-Are/News-Room/Marked-improvements-in-maternal-and-child-health-in-Bangladesh.cfm,54,2022-01-25 04:48:50
Causes of Early Marriage and Its Effect on Reproductive ...,"Nov 25, 2019 — Bangladesh has the fourth highest prevalence rate of child ... Outcomes, Maternal Mortality ... Child Marriage Situation in Bangladesh.",https://thescipub.com/pdf/ajassp.2019.289.297.pdf,55,2022-01-25 04:48:50
Why do women still die giving birth? | Maternal mortality - The ...,"Sep 24, 2018 — UN member states have signed a resolution to end child marriage but, each year, 7.3 million babies are born to mothers under the age of 18, and ...",https://www.theguardian.com/global-development/2018/sep/24/why-do-women-still-die-giving-birth,56,2022-01-25 04:48:50
Early marriage creates health complications for mothers - The ...,"Feb 23, 2019 — Following her early marriage and pregnancy, her nightmare started when ... child mortality rate has reduced by 73 per cent in Bangladesh.",https://thefinancialexpress.com.bd/public/index.php/health/early-marriage-creates-health-complications-for-mothers-physicians-1550918768,57,2022-01-25 04:48:50
More than 140 million girls will marry between 2011 and 2020,"Mar 7, 2013 — If current levels of child marriages hold, 14.2 million girls ... of pregnancy and childbirth are the leading cause of death in young women ...",https://www.unwomen.org/en/news/stories/2013/3/child-marriages-39000-every-day-more-than-140-million-girls-will-marry-between-2011-and-2020,58,2022-01-25 04:48:50
"An Index to Births, Marriages, and Deaths found in select ...","Births, Deaths, and Marriages Found in Select Buffalo and Erie County ... child of J. L. Beach & Laura ... B. D.. D abt 12/01/1913 nmd: Frank B. Bird.",https://www.buffalolib.org/sites/default/files/special-collections/guides/Births%20Deaths%20and%20Marriages%20Found%20in%20Local%20Publications.pdf,59,2022-01-25 04:48:50
Maternal Health Review Bangladesh - GOV.UK,"by SA Rahman · Cited by 18 — Of the total maternal deaths, 69% are due to direct obstetric causes, ... reproductive health needs of the young and the newly married (Kane et al., 1997b).",https://assets.publishing.service.gov.uk/media/57a08cf4ed915d622c0016a7/02-03_bangladesh.pdf,60,2022-01-25 04:48:50
"Menstrual Regulation, Unsafe Abortion and Maternal Health in ...",by I BriefSeries — Maternal mortality has declined considerably in Bangladesh ... child. Client too young. No consent from husband. Client not married.,https://www.guttmacher.org/sites/default/files/report_pdf/ib-bangladesh-mr_0.pdf,61,2022-01-25 04:48:50
Birth and Death Certificates - Oklahoma Vital Records,Oklahoma Vital Records maintains the records for births and deaths that occurred in the state of Oklahoma. ... Marriage & Divorce Records.,https://oklahoma.gov/health/birth-and-death-certificates.html,62,2022-01-25 04:48:50
Cultural Barriers To Maternal Health Care In Rural Bangladesh,"by DPT Walton · 2013 · Cited by 20 — Keywords: Postpartum, Maternal Health, Morbidity, Mortality, Bangladesh ... kin and young age of marriage (average age is 13.5 years old), there remains a ...",https://aquila.usm.edu/cgi/viewcontent.cgi?article=1043&context=ojhe,63,2022-01-25 04:48:50
Having Another Child Would Be a Life or Death Situation for Her,"by JD Gipson · 2008 · Cited by 44 — Objectives. We conducted a mixed-method study in rural southwestern Bangladesh, a country in which an estimated 730 000 elective pregnancy ...",https://ajph.aphapublications.org/doi/10.2105/AJPH.2007.129262,64,2022-01-25 04:48:50
Steps to reducing child marriage in Bangladesh - Latest ...,"When girls marry as children, the impact on their health is severe. Complications in pregnancy and childbirth are among the leading causes of death in young ...",https://www.childrenontheedge.org/latest-stories/-steps-to-reducing-child-marriage-in-bangladesh,65,2022-01-25 04:48:50
Too Young to Wed Child Marriage in Bangladesh 101 East,,https://www.youtube.com/watch?v=gNBM8sz0iqA,66,2022-01-25 04:48:50
'Girls are the world's forgotten population': Nine facts about ...,"Aug 1, 2013 — In developing countries, where almost all child marriages take place, complications from pregnancy and childbirth are the No. 1 cause of death ...",https://www.washingtonpost.com/news/worldviews/wp/2013/08/01/girls-are-the-worlds-forgotten-population-nine-facts-about-child-brides/,67,2022-01-25 04:48:50
"CHAPTER 2 - Maternal, Infant, and Child Health - Mass.gov",Infant mortality refers to the death of an infant prior to one year of age. The infant mortality rate (IMR) is calculated as the number of infant deaths per ...,https://www.mass.gov/doc/chapter-2-maternal-infant-and-child-health/download,68,2022-01-25 04:48:50
"Age at marriage, women's education, and mother and child ...",by S Pimkina · 2018 — incentive program to reduce child marriage in rural Bangladesh. ... pregnancy and delivery are a leading cause of death among girls aged 15–19. Maternal.,https://www.3ieimpact.org/sites/default/files/2019-01/IE%2068-Bangladesh-marriage.pdf,69,2022-01-25 04:48:50
Bangladesh: Information on the situation of women who have ...,"Jun 25, 2001 — ""Bangladesh has laws that stipulate death penalty and a minimum seven years ... A married woman who bears a child out of wedlock would be in ...",https://www.refworld.org/docid/3deccc004.html,70,2022-01-25 04:48:50
"1 October 3, 2016 Committee on the Elimination of ...","Oct 3, 2016 — child marriage to persist in Bangladesh in violation of CEDAW. ... to be commended for the enactment of the Births and Deaths Registration ...",https://tbinternet.ohchr.org/Treaties/CEDAW/Shared%20Documents/BGD/INT_CEDAW_NGO_BGD_25422_E.pdf,71,2022-01-25 04:48:50
Maternal Experiences of Intimate Partner Violence and Child ...,by JG Silverman · 2009 · Cited by 91 — Conclusions Large numbers of married Bangladeshi women with young ... maternal experiences of IPV and major sources of child mortality.,https://jamanetwork.com/journals/jamapediatrics/fullarticle/381893,72,2022-01-25 04:48:50
Effect of Maternal Mortality on Survival of Under-five Children,"by A Razzaque · Cited by 15 — Preference for son to daughter exists among Bangladeshi couple: the index child can suffer in day-to-day care in absence of the mother, and the suffering is ...",https://paa2012.princeton.edu/papers/120545,73,2022-01-25 04:48:50
Child marriage in Bangladesh: trends and determinants.,"Muslim women living in rural areas have a greater risk of child marriage. ... at first marriage is an important demographic event affecting births, deaths, ...",https://www.semanticscholar.org/paper/Child-marriage-in-Bangladesh%3A-trends-and-Kamal-Hassan/75cb166dfbe6a85dfbfc385b326499374c0974ef,74,2022-01-25 04:48:50
"addressing child, early and forced marriage in Nyal, South ...","Feb 18, 2019 — 'Born to be married': addressing child, early and forced marriage in ... risk of death or complications during pregnancy and childbirth in a ...",https://www.oxfam.org/en/research/born-be-married-addressing-child-early-and-forced-marriage-nyal-south-sudan,75,2022-01-25 04:48:50
Alternative Approaches to Reducing Child Marriage in ...,"by N Buchmann · 2018 · Cited by 50 — child marriage and teenage childbearing and increase girls' education. ... In Bangladesh, the infant mortality rate is 86 per 1,000 births ...",https://www.povertyactionlab.org/sites/default/files/research-paper/Power-vs-Money-Working-Paper.pdf,76,2022-01-25 04:48:50
Malawi says No to Child Marriage - The Hunger Project Global ...,"Apr 24, 2015 — Child marriage is a human rights violation. ... teenage pregnancy accounts for 20 to 30 percent of maternal deaths in Malawi.",https://advocacy.thp.org/2015/04/malawi-says-no-to-child-marriage/,77,2022-01-25 04:48:50
Decline in Child Marriage and Changes in Its Effect on ...,by SM Kamal · Cited by 88 — Key words: Age at first birth; Child marriage; Child mortality; Induced abortion; Reproductive outcomes;. Unintended pregnancy; Bangladesh. INTRODUCTION.,http://www.bioline.org.br/pdf?hn12038,78,2022-01-25 04:48:50
Lowering the marriage age: a step in the wrong direction - The ...,"Nov 2, 2014 — For more information on child marriage in Bangladesh, ... Complications in pregnancy and childbirth are among the leading causes of death in ...",https://theelders.org/news/lowering-marriage-age-step-wrong-direction,79,2022-01-25 04:48:50
Vital Statistics of New York State,"The New York State Bureau of Vital Records maintains a registry of all births, marriages, divorces/dissolutions of marriage, deaths, induced termination of ...",https://www.health.ny.gov/statistics/vital_statistics/,80,2022-01-25 04:48:50
Maternal mortality rate to fall with decline in child marriage,"May 29, 2019 — New Age, a Dhaka-based leading English language daily newspaper, is a major source of news of Bangladesh and international affairs.",https://www.newagebd.net/article/73840/onelink.to/onelink.to/index.php,81,2022-01-25 04:48:50
"Maternal, Newborn & Child Health - Gates Foundation","Maternal and newborn deaths have fallen in recent decades, but progress ... A mother in Bangladesh feeding her child solid food to complement breastfeeding.",https://www.gatesfoundation.org/our-work/programs/global-development/maternal-newborn-and-child-health,82,2022-01-25 04:48:50
Maternal causes behind 13pc deaths - The Daily Star,"Jun 19, 2019 — The study styled “Bangladesh Maternal Mortality and Health Care Survey ... A total of 298,284 households and 321,214 married women were ...",https://www.thedailystar.net/backpage/bangladesh-maternal-mortality-rate-is-thirteen-percent-survey-says-1759075,83,2022-01-25 04:48:50
Bangladesh | Child Marriages on Vimeo,,https://vimeo.com/142011993,84,2022-01-25 04:48:50
Bangladesh child marriage: New law will 'reduce minimum ...,"The Child Marriage Restraint Bill keeps the legal age of marriage as 18 ... Bangladesh, said underage marriage increases maternal mortality ...",https://www.independent.co.uk/news/world/asia/bangladesh-child-marriage-law-minimum-age-zero-reduce-baby-marital-unicef-un-a7619051.html,85,2022-01-25 04:48:50
Adolescent Maternal Mortality: An Overlooked Crisis,childbirth.1 Pregnancy is the leading cause of death for young women ages 15 ... Niger—where child marriage is prevalent—half of all teen women give birth ...,https://www.advocatesforyouth.org/wp-content/uploads/storage/advfy/documents/fsmaternal.pdf,86,2022-01-25 04:48:50
101 East - Too Young to Wed: Child Marriage in Bangladesh,,https://www.dailymotion.com/video/x3mj6dk,87,2022-01-25 04:48:50
Untitled,"Young women were married almost as soon as they were physically ready, ... According to the latest 2007 Bangladesh Demographic and Health Survey (BDHS), ...",http://vascern.eu/cz8xafr/average-age-of-marriage-in-india-for-female.html,88,2022-01-25 04:48:50
Bangladesh's underage brides | News | Al Jazeera,"Nov 20, 2009 — However, child marriage remains a widely accepted practice. ... Pregnancy-related deaths are the leading cause of mortality for girls aged ...",https://www.aljazeera.com/news/2009/11/20/bangladeshs-underage-brides,89,2022-01-25 04:48:50
Bangladesh Maternal Health Rights - White Ribbon Alliance,"Since 2005, White Ribbon Alliance Bangladesh has advanced maternal and newborn health across the country to ensure that no woman dies from preventable ...",https://www.whiteribbonalliance.org/wrabangladesh/,90,2022-01-25 04:48:50
The 'saddest bride I have ever seen': Child marriage still ...,"Aug 30, 2015 — ""Child marriage around the world is associated with many harmful ... Even though Bangladesh has reduced poverty and maternal mortality, ...",https://www.stuff.co.nz/world/asia/71568664/the-saddest-bride-i-have-ever-seen-child-marriage-still-popular-in-bangladesh,91,2022-01-25 04:48:50
"How Science Conquered Diphtheria, the Plague Among ...","And children who survived generally went on to die young, he wrote from his ... wives to complications from pregnancy and childbirth, Abraham Jacobi married ...",https://www.smithsonianmag.com/science-nature/science-diphtheria-plague-among-children-180978572/,92,2022-01-25 04:48:50
Bangladesh's fight against child marriage is stymied ... - Firstpost,"Mar 15, 2017 — In the fight against child marriage, Bangladesh, a south Asian country deeply riddled by poverty yet one that is taking quick strides in ...",http://www.firstpost.com/world/bangladeshs-fight-against-child-marriage-is-stymied-by-child-marriage-restraint-act-2017-3331070.html,93,2022-01-25 04:48:50
How a child bride died 34 days after marriage | Dhaka Tribune,"Oct 27, 2020 — All Rights Reserved. 8/C, FR Tower, Panthapath, Dhaka 1207, Bangladesh. Kazi Anis Ahmed, Publisher. 50.",https://archive.dhakatribune.com/bangladesh/crime/2020/10/27/how-a-child-bride-died-34-days-after-marriage,94,2022-01-25 04:48:50
Untitled,"Most young girls grow up fantasizing about dating and marrying someone within ... 2019 Statistics – Births, Deaths, Marriages and Civil Unions. families are ...",https://barber-spb.ru/hnzoi/marriage-statistics-2019-by-race.html,95,2022-01-25 04:48:50
"Bonita Stanton, founding dean of Hackensack Meridian School","4 days ago — Dr. Bonita Stanton's work as a pediatrician in Bangladesh shaped her ... founding dean of Hackensack Meridian School of Medicine, dies at 70.",https://www.northjersey.com/story/news/new-jersey/2022/01/20/bonita-stanton-obituary-hackensack-meridian-medical-school-dies-70/6583491001/,96,2022-01-25 04:48:50
Untitled,"Australian death notices, funeral notices, obituaries and funeral directors across Australia can ... births, anniversaries and marriages at family-notices.",https://porcupinepub.com/yzcyia/funeral-notices-in-derbyshire.html,97,2022-01-25 04:48:50
Adolescents' Reproductive Health in Rural Bangladesh: The ...,"Historically, mean age at first marriage has been low in Bangladesh: for instance, ... Pregnancy and childbirth are leading causes of death among adolescent ...",https://books.google.com/books?id=mNGcwdyTdegC&pg=PA3&lpg=PA3&dq=young%2Bmarriage%2Bchildbirth%2Bdeath%2Bbangladesh&source=bl&ots=tIHVD1IEI0&sig=ACfU3U3CvdSQAR2PxigChaZnqRTsYhiIOQ&hl=en&sa=X&ved=2ahUKEwju87-svMv1AhXClosKHcsqB7kQ6AF6BQi2AhAD,98,2022-01-25 04:48:50
